None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.363636363636364,4.328,0.277818181818182,0.181818181818182,0,5.15127272727273,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.363636363636364,4.2155,0.327045454545454,0,0.136363636363636,5.04254545454546,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.454545454545455,3.929,0.290772727272727,0,0.136363636363636,4.81068181818182,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.454545454545455,2.87550000000001,0.275363636363637,0,0,3.6054090909091,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.318181818181818,3.1875,0.312090909090909,0,0.045454545454546,3.86322727272728,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.181818181818182,2.7905,0.250863636363636,0.227272727272727,0,3.45045454545455,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.363636363636364,2.4,0.3845,0.045454545454546,0,3.19359090909091,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.272727272727273,3.352,0.219363636363636,0.181818181818182,0,4.02590909090909,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.045454545454546,5.672,0.330818181818182,0,0.181818181818182,6.23009090909091,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.181818181818182,3.26,0.117136363636364,0.272727272727273,0,3.83168181818182,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.181818181818182,2.2275,0.102318181818182,0.5,0,3.01163636363637,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.318181818181818,2.7475,0.212954545454545,0.272727272727273,0,3.55136363636364,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.090909090909091,4.3,0.322272727272727,0,0.227272727272727,4.94045454545455,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0,1.533,0.0285,0,0,1.5615,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0,1.0175,0.028090909090909,0,0,1.04559090909091,0,0,0,0,0,0
None,"(<NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0,1.251,0.027181818181819,0,0,1.27818181818182,0,0,0,0,0,0
